mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate,param_max_iter,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17.02793154716492,2.536907624008201,0.05798192024230957,0.024910335241668222,tanh,0.0001,64,"(100,)",constant,30,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9989806320081549,0.999433684448975,0.9994903160040775,0.999433684448975,0.9991504785637424,0.9992977590947849,0.0001981366755743509,1
15.811762762069701,3.404027268281897,0.04776930809020996,0.019764482152081524,tanh,0.0001,64,"(100,)",adaptive,30,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9989806320081549,0.999433684448975,0.9994903160040775,0.999433684448975,0.9991504785637424,0.9992977590947849,0.0001981366755743509,1
12.491956281661988,0.9515606016832621,0.015160322189331055,0.0011775633177207388,relu,0.0001,64,"(50,)",adaptive,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9986974742326424,0.99909389511836,0.9993770528938725,0.9997168422244875,0.9993203828509939,0.9992411294640713,0.00033713435652494856,3
12.13561782836914,0.8512417203500294,0.014136075973510742,0.0007417104742503286,relu,0.0001,64,"(50,)",constant,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9986974742326424,0.99909389511836,0.9993770528938725,0.9997168422244875,0.9993203828509939,0.9992411294640713,0.00033713435652494856,3
14.837843656539917,0.9946921683724339,0.026009654998779295,0.0032860271530717336,relu,0.0001,64,"(100,)",constant,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9989240004530524,0.9994903160040775,0.999207158228565,0.99932042133877,0.9992637480885768,0.9992411288226084,0.00018472552057448625,5
15.952722883224487,1.4873350964401242,0.023932409286499024,0.0027041458003075414,relu,0.0001,64,"(100,)",adaptive,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9989240004530524,0.9994903160040775,0.999207158228565,0.99932042133877,0.9992637480885768,0.9992411288226084,0.00018472552057448625,5
22.40299048423767,3.2702131647656145,0.016237258911132812,0.0010746753883511644,relu,0.0001,32,"(50,)",adaptive,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9995469219006626,0.999218479407882,0.00033675043134963665,7
17.299537229537965,2.3192083462261395,0.015461540222167969,0.0012742429151680603,relu,0.0001,32,"(50,)",constant,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9995469219006626,0.999218479407882,0.00033675043134963665,7
13.323247623443603,1.6585942709699713,0.03030543327331543,0.012400371720981782,tanh,0.0001,64,"(50,)",adaptive,30,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.998527579567335,0.99909389511836,0.9993770528938725,0.9997168422244875,0.9993203828509939,0.9992071505310097,0.00039398413083776125,9
13.029164552688599,1.29844004670421,0.028464317321777344,0.013095923185070522,tanh,0.0001,64,"(50,)",constant,30,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.998527579567335,0.99909389511836,0.9993770528938725,0.9997168422244875,0.9993203828509939,0.9992071505310097,0.00039398413083776125,9
15.971948957443237,1.71449048592158,0.022537899017333985,0.0012562455467234402,relu,0.0001,64,"(100,)",constant,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9988673688979499,0.9994903160040775,0.9992637897836675,0.99932042133877,0.9990938438013253,0.999207147965158,0.00021190136341874585,11
15.183889055252076,2.641896159051133,0.021713638305664064,0.0015175991995879997,relu,0.0001,64,"(100,)",adaptive,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.9988673688979499,0.9994903160040775,0.9992637897836675,0.99932042133877,0.9990938438013253,0.999207147965158,0.00021190136341874585,11
16.38317756652832,2.8851317903209863,0.022978687286376955,0.002692500130370839,relu,0.0001,64,"(100,)",adaptive,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9988673688979499,0.9994903160040775,0.9992637897836675,0.99932042133877,0.9990938438013253,0.999207147965158,0.00021190136341874585,11
15.390373611450196,1.4056694336444107,0.022130393981933595,0.0010961571091477609,relu,0.0001,64,"(100,)",constant,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9988673688979499,0.9994903160040775,0.9992637897836675,0.99932042133877,0.9990938438013253,0.999207147965158,0.00021190136341874585,11
134.07983264923095,34.56377598673708,0.1252272129058838,0.029036436968956147,relu,0.0001,16,"(50, 50)",adaptive,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 16, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.99909389511836,0.9991505266734625,0.99932042133877,0.999207158228565,0.9991504785637424,0.9991844959845799,7.682303715964309e-05,15
134.3379918575287,21.195097054299637,0.2639302730560303,0.15451392553194365,relu,0.0001,16,"(50, 50)",constant,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 16, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.99909389511836,0.9991505266734625,0.99932042133877,0.999207158228565,0.9991504785637424,0.9991844959845799,7.682303715964309e-05,15
147.6668126106262,22.392921616859653,0.22169299125671388,0.1098676618367056,relu,0.0001,16,"(50, 50)",adaptive,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 16, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.99909389511836,0.9991505266734625,0.99932042133877,0.999207158228565,0.9991504785637424,0.9991844959845799,7.682303715964309e-05,15
116.46871018409729,12.52876337733723,0.1424853801727295,0.03490202298955791,relu,0.0001,16,"(50, 50)",constant,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 16, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.99909389511836,0.9991505266734625,0.99932042133877,0.999207158228565,0.9991504785637424,0.9991844959845799,7.682303715964309e-05,15
18.250574016571044,4.771055825064672,0.040303516387939456,0.0028030303715860312,tanh,0.0001,64,"(100,)",adaptive,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9989806320081549,0.99932042133877,0.9991505266734625,0.999433684448975,0.9989805742764909,0.9991731677491706,0.00018123324536263547,19
19.85323534011841,2.938316236915476,0.06441864967346192,0.026575742487001876,tanh,0.0001,64,"(100,)",adaptive,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.9989806320081549,0.99932042133877,0.9991505266734625,0.999433684448975,0.9989805742764909,0.9991731677491706,0.00018123324536263547,19
19.186954736709595,4.590247570736572,0.05058364868164063,0.025436642372617776,tanh,0.0001,64,"(100,)",constant,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9989806320081549,0.99932042133877,0.9991505266734625,0.999433684448975,0.9989805742764909,0.9991731677491706,0.00018123324536263547,19
18.782639837265016,4.970972111044377,0.04531946182250977,0.009203080873942499,tanh,0.0001,64,"(100,)",constant,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9989806320081549,0.99932042133877,0.9991505266734625,0.999433684448975,0.9989805742764909,0.9991731677491706,0.00018123324536263547,19
13.509796810150146,1.7079623407695312,0.016689014434814454,0.0017142702729193693,relu,0.0001,64,"(50,)",adaptive,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9986974742326424,0.999207158228565,0.9993770528938725,0.9991505266734625,0.9993770176134111,0.9991618459283906,0.0002491727488782574,23
13.663609218597411,2.0599245956493486,0.015025615692138672,0.0008999594919635609,relu,0.0001,64,"(50,)",adaptive,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.9986974742326424,0.999207158228565,0.9993770528938725,0.9991505266734625,0.9993770176134111,0.9991618459283906,0.0002491727488782574,23
12.491819953918457,1.6946333940609464,0.013677167892456054,0.00042740365512028357,relu,0.0001,64,"(50,)",constant,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9986974742326424,0.999207158228565,0.9993770528938725,0.9991505266734625,0.9993770176134111,0.9991618459283906,0.0002491727488782574,23
13.146256256103516,1.4739889032986428,0.01622166633605957,0.003963794268785375,relu,0.0001,64,"(50,)",constant,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9986974742326424,0.999207158228565,0.9993770528938725,0.9991505266734625,0.9993770176134111,0.9991618459283906,0.0002491727488782574,23
22.11877336502075,1.9929836299877015,0.06661524772644042,0.0029100204049312297,tanh,0.001,64,"(100,)",constant,30,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9988107373428474,0.99932042133877,0.99909389511836,0.999207158228565,0.9993203828509939,0.9991505189759072,0.00018951853382492639,27
20.83791003227234,2.9246000057507455,0.07184162139892578,0.009545997521847434,tanh,0.001,64,"(100,)",adaptive,30,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9988107373428474,0.99932042133877,0.99909389511836,0.999207158228565,0.9993203828509939,0.9991505189759072,0.00018951853382492639,27
19.738462066650392,4.6724688995399015,0.014733362197875976,0.0012404382700708406,relu,0.0001,32,"(50,)",adaptive,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9992071133261596,0.9991505176929814,0.00029535233480013073,29
20.55419306755066,2.9243661112961976,0.0149322509765625,0.0011170243865891787,relu,0.0001,32,"(50,)",adaptive,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9992071133261596,0.9991505176929814,0.00029535233480013073,29
24.108092641830446,7.67321261202895,0.020964574813842774,0.013834566545428244,relu,0.0001,32,"(50,)",constant,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9992071133261596,0.9991505176929814,0.00029535233480013073,29
19.3766836643219,7.907770337044464,0.014322185516357422,0.000596150248072285,relu,0.0001,32,"(50,)",constant,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9986408426775399,0.99909389511836,0.9995469475591799,0.9992637897836675,0.9992071133261596,0.9991505176929814,0.00029535233480013073,29
55.012679195404054,4.864617236566641,0.12249221801757812,0.052991360531568714,relu,0.0001,32,"(50, 50)",adaptive,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9989240004530524,0.999207158228565,0.9994903160040775,0.9991505266734625,0.9989239395140738,0.9991391881746463,0.0002100842610902516,33
54.61404066085815,10.733337742367933,0.09842376708984375,0.016150767160253408,relu,0.0001,32,"(50, 50)",constant,30,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9989240004530524,0.999207158228565,0.9994903160040775,0.9991505266734625,0.9989239395140738,0.9991391881746463,0.0002100842610902516,33
31.37665162086487,5.373857002514801,0.14374384880065919,0.04272944726109265,relu,0.001,64,"(50, 50)",adaptive,30,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9989806320081549,0.9992637897836675,0.9994903160040775,0.9988673688979499,0.9990372090389081,0.9991278631465516,0.00022253114546375903,35
31.82342939376831,4.14108477818871,0.11368794441223144,0.036174550016164896,relu,0.001,64,"(50, 50)",constant,30,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9989806320081549,0.9992637897836675,0.9994903160040775,0.9988673688979499,0.9990372090389081,0.9991278631465516,0.00022253114546375903,35
15.12646255493164,1.6406270850243745,0.02904477119445801,0.012793652831863404,tanh,0.0001,64,"(50,)",adaptive,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.998527579567335,0.9992637897836675,0.9993770528938725,0.99909389511836,0.9993203828509939,0.9991165400428457,0.00030935046677667077,37
14.664047479629517,3.071708687866786,0.024915409088134766,0.0029478651628522404,tanh,0.0001,64,"(50,)",adaptive,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.998527579567335,0.9992637897836675,0.9993770528938725,0.99909389511836,0.9993203828509939,0.9991165400428457,0.00030935046677667077,37
15.299117231369019,3.1570749356824606,0.03148531913757324,0.013062582537242405,tanh,0.0001,64,"(50,)",constant,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.998527579567335,0.9992637897836675,0.9993770528938725,0.99909389511836,0.9993203828509939,0.9991165400428457,0.00030935046677667077,37
16.156224966049194,3.9158572433032943,0.02935500144958496,0.01154666929508328,tanh,0.0001,64,"(50,)",constant,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.998527579567335,0.9992637897836675,0.9993770528938725,0.99909389511836,0.9993203828509939,0.9991165400428457,0.00030935046677667077,37
28.15249252319336,5.4025507878230306,0.053137922286987306,0.02653936480835534,tanh,0.0001,32,"(100,)",constant,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9994903160040775,0.999207158228565,0.9988107373428474,0.9988673688979499,0.9992071133261596,0.9991165387599198,0.0002496898857361765,41
28.510748958587648,6.739469719855901,0.05025787353515625,0.027082192637380716,tanh,0.0001,32,"(100,)",adaptive,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9994903160040775,0.999207158228565,0.9988107373428474,0.9988673688979499,0.9992071133261596,0.9991165387599198,0.0002496898857361765,41
28.063636589050294,8.150229700596745,0.03743739128112793,0.001868242529831417,tanh,0.0001,32,"(100,)",adaptive,60,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.9994903160040775,0.999207158228565,0.9988107373428474,0.9988673688979499,0.9992071133261596,0.9991165387599198,0.0002496898857361765,41
27.30515389442444,5.829919852163085,0.043726348876953126,0.011936894520769847,tanh,0.0001,32,"(100,)",constant,90,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9994903160040775,0.999207158228565,0.9988107373428474,0.9988673688979499,0.9992071133261596,0.9991165387599198,0.0002496898857361765,41
71.33747110366821,6.779183792464995,0.21829257011413575,0.09355615853006183,relu,0.0001,32,"(50, 50)",constant,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.999207158228565,0.999207158228565,0.999207158228565,0.9989240004530524,0.9990372090389081,0.9991165368355311,0.00011661892515474577,45
70.56017651557923,10.126187174455238,0.09235601425170899,0.007325558487728839,relu,0.0001,32,"(50, 50)",adaptive,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 60, 'solver': 'adam'}",0.999207158228565,0.999207158228565,0.999207158228565,0.9989240004530524,0.9990372090389081,0.9991165368355311,0.00011661892515474577,45
69.61068987846375,6.779218933866214,0.1781224250793457,0.10770795425657897,relu,0.0001,32,"(50, 50)",adaptive,90,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.999207158228565,0.999207158228565,0.999207158228565,0.9989240004530524,0.9990372090389081,0.9991165368355311,0.00011661892515474577,45
73.52881231307984,11.972050398458492,0.1307596206665039,0.06961243883748554,relu,0.0001,32,"(50, 50)",constant,60,adam,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.999207158228565,0.999207158228565,0.999207158228565,0.9989240004530524,0.9990372090389081,0.9991165368355311,0.00011661892515474577,45
35.2828369140625,1.171100530430355,0.08755512237548828,0.013068578376945481,tanh,0.001,64,"(50, 50)",constant,30,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'max_iter': 30, 'solver': 'adam'}",0.9988673688979499,0.9992637897836675,0.9994903160040775,0.9989806320081549,0.9989805742764909,0.999116536194068,0.0002282257208359196,49
33.20794987678528,3.116823359293956,0.08152785301208496,0.009533268063637851,tanh,0.001,64,"(50, 50)",adaptive,30,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'max_iter': 30, 'solver': 'adam'}",0.9988673688979499,0.9992637897836675,0.9994903160040775,0.9989806320081549,0.9989805742764909,0.999116536194068,0.0002282257208359196,49
23.384401845932008,5.687102360577896,0.07127461433410645,0.005436786349121284,tanh,0.001,64,"(100,)",adaptive,90,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 90, 'solver': 'adam'}",0.9988107373428474,0.9990372635632574,0.99909389511836,0.999207158228565,0.9993203828509939,0.9990938874208048,0.000171761860572863,51
23.114993619918824,4.890899988337083,0.07736916542053222,0.00827971622994998,tanh,0.001,64,"(100,)",constant,90,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 90, 'solver': 'adam'}",0.9988107373428474,0.9990372635632574,0.99909389511836,0.999207158228565,0.9993203828509939,0.9990938874208048,0.000171761860572863,51
21.945670700073244,3.917129546523499,0.07535548210144043,0.008703030861215667,tanh,0.001,64,"(100,)",constant,60,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 60, 'solver': 'adam'}",0.9988107373428474,0.9990372635632574,0.99909389511836,0.999207158228565,0.9993203828509939,0.9990938874208048,0.000171761860572863,51
